"Income.Group","Region","Country","Year","Indicator","Value"
"High income","North America","United States",2001,"FDIGDPr",136.47
"High income","North America","United States",2001,"FDIusdr",234.32
"High income","North America","United States",2001,"HDIr",102.79
"High income","North America","United States",2001,"LEIr",103.06
"High income","North America","United States",2001,"IncIr",103.58
"High income","North America","United States",2001,"EduIr",101.43
"High income","North America","United States",2001,"EPIr",101.42
"High income","North America","United States",2001,"EFIr",103.13
"High income","North America","United States",2001,"ESGcompr",102.52
"High income","North America","United States",2002,"Urbanr",105.44
"High income","North America","United States",2002,"AgingPopr",97.62
"High income","North America","United States",2002,"FemLabr",103.16
"High income","North America","United States",2002,"Unemployr",85.29
"High income","North America","United States",2002,"GDPgr",92.35
"High income","North America","United States",2002,"GDPpcapr",159.17
"High income","North America","United States",2002,"FDIGDPr",85.01
"High income","North America","United States",2002,"FDIusdr",-701.68
"High income","North America","United States",2002,"HDIr",103.02
"High income","North America","United States",2002,"LEIr",103.41
"High income","North America","United States",2002,"IncIr",103.69
"High income","North America","United States",2002,"EduIr",101.67
"High income","North America","United States",2002,"EPIr",102.43
"High income","North America","United States",2002,"EFIr",102.22
"High income","North America","United States",2002,"ESGcompr",102.6
"High income","North America","United States",2003,"Urbanr",105.71
"High income","North America","United States",2003,"AgingPopr",97.62
"High income","North America","United States",2003,"FemLabr",103.39
"High income","North America","United States",2003,"Unemployr",88.24
"High income","North America","United States",2003,"GDPgr",151.71
"High income","North America","United States",2003,"GDPpcapr",165.34
"High income","North America","United States",2003,"FDIGDPr",85.56
"High income","North America","United States",2003,"FDIusdr",-791.87
"High income","North America","United States",2003,"HDIr",103.37
"High income","North America","United States",2003,"LEIr",103.76
"High income","North America","United States",2003,"IncIr",104.14
"High income","North America","United States",2003,"EduIr",102.15
"High income","North America","United States",2003,"EPIr",103.58
"High income","North America","United States",2003,"EFIr",101.96
"High income","North America","United States",2003,"ESGcompr",102.99
"High income","North America","United States",2004,"Urbanr",105.98
"High income","North America","United States",2004,"AgingPopr",97.62
"High income","North America","United States",2004,"FemLabr",103.39
"High income","North America","United States",2004,"Unemployr",80.88
"High income","North America","United States",2004,"GDPgr",201.43
"High income","North America","United States",2004,"GDPpcapr",174.61
"High income","North America","United States",2004,"FDIGDPr",146.44
"High income","North America","United States",2004,"FDIusdr",-1520.4
"High income","North America","United States",2004,"HDIr",103.72
"High income","North America","United States",2004,"LEIr",104
"High income","North America","United States",2004,"IncIr",104.59
"High income","North America","United States",2004,"EduIr",102.38
"High income","North America","United States",2004,"EPIr",104.59
"High income","North America","United States",2004,"EFIr",102.61
"High income","North America","United States",2004,"ESGcompr",103.57
"High income","North America","United States",2005,"Urbanr",106.11
"High income","North America","United States",2005,"AgingPopr",97.62
"High income","North America","United States",2005,"FemLabr",103.39
"High income","North America","United States",2005,"Unemployr",75
"High income","North America","United States",2005,"GDPgr",186.28
"High income","North America","United States",2005,"GDPpcapr",184.67
"High income","North America","United States",2005,"FDIGDPr",91.41
"High income","North America","United States",2005,"FDIusdr",794.98
"High income","North America","United States",2005,"HDIr",104.19
"High income","North America","United States",2005,"LEIr",104.35
"High income","North America","United States",2005,"IncIr",105.03
"High income","North America","United States",2005,"EduIr",102.74
"High income","North America","United States",2005,"EPIr",105.31
"High income","North America","United States",2005,"EFIr",104.17
"High income","North America","United States",2005,"ESGcompr",104.4
"High income","North America","United States",2006,"Urbanr",106.37
"High income","North America","United States",2006,"AgingPopr",98.41
"High income","North America","United States",2006,"FemLabr",103.39
"High income","North America","United States",2006,"Unemployr",67.65
"High income","North America","United States",2006,"GDPgr",151.38
"High income","North America","United States",2006,"GDPpcapr",193.81
"High income","North America","United States",2006,"FDIGDPr",180.87
"High income","North America","United States",2006,"FDIusdr",129.87
"High income","North America","United States",2006,"HDIr",104.53
"High income","North America","United States",2006,"LEIr",104.82
"High income","North America","United States",2006,"IncIr",105.26
"High income","North America","United States",2006,"EduIr",103.1
"High income","North America","United States",2006,"EPIr",105.62
"High income","North America","United States",2006,"EFIr",105.87
"High income","North America","United States",2006,"ESGcompr",105.15
"High income","North America","United States",2007,"Urbanr",106.64
"High income","North America","United States",2007,"AgingPopr",99.21
"High income","North America","United States",2007,"FemLabr",103.39
"High income","North America","United States",2007,"Unemployr",67.65
"High income","North America","United States",2007,"GDPgr",99.48
"High income","North America","United States",2007,"GDPpcapr",200.83
"High income","North America","United States",2007,"FDIGDPr",200.79
"High income","North America","United States",2007,"FDIusdr",-1670.21
"High income","North America","United States",2007,"HDIr",104.88
"High income","North America","United States",2007,"LEIr",105.18
"High income","North America","United States",2007,"IncIr",105.48
"High income","North America","United States",2007,"EduIr",103.58
"High income","North America","United States",2007,"EPIr",106.07
"High income","North America","United States",2007,"EFIr",105.87
"High income","North America","United States",2007,"ESGcompr",105.41
"High income","North America","United States",2008,"Urbanr",106.77
"High income","North America","United States",2008,"AgingPopr",100
"High income","North America","United States",2008,"FemLabr",103.84
"High income","North America","United States",2008,"Unemployr",85.29
"High income","North America","United States",2008,"GDPgr",-107.24
"High income","North America","United States",2008,"GDPpcapr",202.53
"High income","North America","United States",2008,"FDIGDPr",194.08
"High income","North America","United States",2008,"FDIusdr",-122.06
"High income","North America","United States",2008,"HDIr",105.47
"High income","North America","United States",2008,"LEIr",105.53
"High income","North America","United States",2008,"IncIr",105.37
"High income","North America","United States",2008,"EduIr",105.13
"High income","North America","United States",2008,"EPIr",106.64
"High income","North America","United States",2008,"EFIr",105.61
"High income","North America","United States",2008,"ESGcompr",105.74
"High income","North America","United States",2009,"Urbanr",107.04
"High income","North America","United States",2009,"AgingPopr",101.59
"High income","North America","United States",2009,"FemLabr",104.29
"High income","North America","United States",2009,"Unemployr",136.76
"High income","North America","United States",2009,"GDPgr",-234.51
"High income","North America","United States",2009,"GDPpcapr",197.17
"High income","North America","United States",2009,"FDIGDPr",93.33
"High income","North America","United States",2009,"FDIusdr",-1442.02
"High income","North America","United States",2009,"HDIr",105.58
"High income","North America","United States",2009,"LEIr",105.88
"High income","North America","United States",2009,"IncIr",104.81
"High income","North America","United States",2009,"EduIr",105.72
"High income","North America","United States",2009,"EPIr",108.3
"High income","North America","United States",2009,"EFIr",105.22
"High income","North America","United States",2009,"ESGcompr",106.07
"High income","North America","United States",2010,"Urbanr",107.3
"High income","North America","United States",2010,"AgingPopr",103.17
"High income","North America","United States",2010,"FemLabr",104.29
"High income","North America","United States",2010,"Unemployr",141.18
"High income","North America","United States",2010,"GDPgr",135.94
"High income","North America","United States",2010,"GDPpcapr",202.89
"High income","North America","United States",2010,"FDIGDPr",147.44
"High income","North America","United States",2010,"FDIusdr",-859.87
"High income","North America","United States",2010,"HDIr",105.93
"High income","North America","United States",2010,"LEIr",106.12
"High income","North America","United States",2010,"IncIr",105.15
"High income","North America","United States",2010,"EduIr",106.32
"High income","North America","United States",2010,"EPIr",108.74
"High income","North America","United States",2010,"EFIr",101.69
"High income","North America","United States",2010,"ESGcompr",105.28
"High income","North America","United States",2011,"Urbanr",107.44
"High income","North America","United States",2011,"AgingPopr",105.56
"High income","North America","United States",2011,"FemLabr",104.06
"High income","North America","United States",2011,"Unemployr",130.88
"High income","North America","United States",2011,"GDPgr",82.23
"High income","North America","United States",2011,"GDPpcapr",208.83
"High income","North America","United States",2011,"FDIGDPr",141.93
"High income","North America","United States",2011,"FDIusdr",-1633.38
"High income","North America","United States",2011,"HDIr",106.28
"High income","North America","United States",2011,"LEIr",106.35
"High income","North America","United States",2011,"IncIr",105.26
"High income","North America","United States",2011,"EduIr",106.91
"High income","North America","United States",2011,"EPIr",109.6
"High income","North America","United States",2011,"EFIr",101.43
"High income","North America","United States",2011,"ESGcompr",105.55
"High income","North America","United States",2012,"Urbanr",107.7
"High income","North America","United States",2012,"AgingPopr",107.94
"High income","North America","United States",2012,"FemLabr",103.61
"High income","North America","United States",2012,"Unemployr",119.12
"High income","North America","United States",2012,"GDPgr",119.28
"High income","North America","United States",2012,"GDPpcapr",216.05
"High income","North America","United States",2012,"FDIGDPr",129.39
"High income","North America","United States",2012,"FDIusdr",-1223.96
"High income","North America","United States",2012,"HDIr",106.51
"High income","North America","United States",2012,"LEIr",106.59
"High income","North America","United States",2012,"IncIr",105.48
"High income","North America","United States",2012,"EduIr",107.03
"High income","North America","United States",2012,"EPIr",111.75
"High income","North America","United States",2012,"EFIr",99.48
"High income","North America","United States",2012,"ESGcompr",105.57
"High income","North America","United States",2013,"Urbanr",107.97
"High income","North America","United States",2013,"AgingPopr",110.32
"High income","North America","United States",2013,"FemLabr",103.61
"High income","North America","United States",2013,"Unemployr",108.82
"High income","North America","United States",2013,"GDPgr",97.67
"High income","North America","United States",2013,"GDPpcapr",222.36
"High income","North America","United States",2013,"FDIGDPr",143.71
"High income","North America","United States",2013,"FDIusdr",-1027.06
"High income","North America","United States",2013,"HDIr",106.28
